Question,Answer,Filename
What is the Third Party Beneficiary for the contract between Oriental Financial Group Inc. and Melavante Corporation?,[],OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF
What is the Document Name for the contract between Modus Media International and ?,['OUTSOURCING AGREEMENT'],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Agreement Date for the contract between Modus Media International and ?,['19 Jan. 1998'],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Effective Date for the contract between Modus Media International and ?,['19 Jan. 1998'],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Expiration Date for the contract between Modus Media International and ?,['This Agreement shall be valid for an indefinite period.'],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Renewal Term for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Governing Law for the contract between Modus Media International and ?,['Any lawsuit relating to any matter arising under this Agreement may be initiated in a State or Federal Court located in the Commonwealth of Massachusetts or in any court in the Netherlands having jurisdiction over the matter.'],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Most Favored Nation for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Exclusivity for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Competitive Restriction Exception for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Minimum Commitment for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Volume Restriction for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the License Grant for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Source Code Escrow for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Audit Rights for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Uncapped Liability for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Liquidated Damages for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Warranty Duration for the contract between Modus Media International and ?,"['Should MMI not supply the Services as agreed or should the Services become defective within 6 months from their delivery to Dragon Systems, Dragon Systems may at its option require MMI to complete or re-perform the Services within a reasonable period of time, rescind the contract or refuse payment of the compensation in part or in total, notwithstanding any damage claims.']",DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Insurance for the contract between Modus Media International and ?,"['MMI shall at its own expense obtain and maintain with an insurer adequate insurance coverage in respect of any Dragon Systems property under the care, custody or control of MMI.']",DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Third Party Beneficiary for the contract between Modus Media International and ?,[],DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF
What is the Document Name for the contract between  and Dolphin Industries Limited?,['PHOTO RETOUCHING OUTSOURCING AGREEMENT'],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Agreement Date for the contract between  and Dolphin Industries Limited?,"['1st  day of JUNE , 2006']",HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Effective Date for the contract between  and Dolphin Industries Limited?,"['IN WITNESS WHEREOF the parties hereto have hereunto executed this Agreement on the 1st  day of JUNE , 2006 , but effective as of the Date of Commencement.']",HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Expiration Date for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Renewal Term for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Governing Law for the contract between  and Dolphin Industries Limited?,"['This Agreement shall be governed by and construed in accordance with the laws of the State of Nevada, USA in force therein without regard to its conflict of law rules.']",HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Most Favored Nation for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Exclusivity for the contract between  and Dolphin Industries Limited?,"['Dolphin will provide photo-editing services exclusively, at DGT option, when the number of downloaded photos to be edited by Dolphin totals 50,000 in a single year;']",HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Competitive Restriction Exception for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Minimum Commitment for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Volume Restriction for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the License Grant for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Source Code Escrow for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Audit Rights for the contract between  and Dolphin Industries Limited?,"[""Dolphin shall permit any duly authorized representative of DGT, during normal business hours and at DGT's sole risk and expense, to enter upon and into any premises of Dolphin for the purpose of inspecting the service.""]",HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Uncapped Liability for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Liquidated Damages for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Warranty Duration for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Insurance for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
What is the Third Party Beneficiary for the contract between  and Dolphin Industries Limited?,[],HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF
"What is the Document Name for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?",['Outsourcing Base Agreement'],MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Agreement Date for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?",['Dated 05/05/98'],MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Effective Date for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?","['EFFECTIVE DATE\n\n                                  JUNE 1, 1998']",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Expiration Date for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?","['This Attachment and its Product Attachments shall become effective on the       Effective Date and shall continue for a period of three (3) years unless       terminated as provided in Section 5.0 of the Base Agreement.', 'This Agreement shall become effective on the Effective Date and shall       continue for a period of three (3) years unless terminated as provided in       Section 5.0.']",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Renewal Term for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?","['This       Attachment will automatically be renewed for periods of six (6) months       unless either party gives twelve (12) months written notice of its intent       to terminate this Agreement.', 'This Agreement will automatically be renewed for periods of       twelve (12) months unless either Party gives six (6) months written       notice of its intent to terminate this Agreement.']",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Governing Law for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?","['This Agreement and the performance of transactions under this Agreement       shall be governed by the substantive laws of the state of New York.', 'This Agreement and the rights and obligations of the parties hereto shall       be construed in accordance with the substantive laws of the State of New       York.']",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Most Favored Nation for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?",[],MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Exclusivity for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?",[],MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Competitive Restriction Exception for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?",[],MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Minimum Commitment for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?","[""MSL's target is [*]% defect free production.""]",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Volume Restriction for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?",[],MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the License Grant for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?",[],MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Source Code Escrow for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?",[],MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Audit Rights for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?","[""In order to verify statements issued by MSL and Subsidiaries of MSL     and compliance with the terms and conditions of this Attachment 6, IBM or MS     may, at IBM's or MS's sole discretion, cause (i) an audit to be made of     MSL's and/or MSL's Subsidiaries' books and records and/or (ii) an inspection     to be made of those portions of MSL's and/or MSL's Subsidiaries' facilities     and procedures reasonably necessary to verify such compliance. Except as     otherwise provided in the Agreement, any audit and/or inspection shall be     conducted during regular business hours at MSL's and/or MSL's Subsidiaries'     facilities, with at least forty-five (45) calendar days prior written     notice. Any audit and/or inspection shall be conducted (other than on a     contingent fee basis) by an independent certified public accountant which is     either (1) jointly selected by MSL and IBM (or MS, as applicable), (2) has     been agreed to by the Parties for any prior audit of any MSL/IBM (or MS, as     applicable) license or agreement, or (3) has been agreed to by IBM and MS     for any prior audit of any IBM/MS license or agreement."", ""MSL will permit IBM personnel full, free and safe access to MSL's       facilities, during normal business hours, after reasonable notice, for the       purpose of inspection and inventory as IBM deems necessary."", 'IBM shall have the right at all reasonable times to audit and             inspect the consigned Products.', 'IBM shall             advise MSL [*] Days in advance of the scope and method by which             such audits are to be conducted. MSL will be given the opportunity             to comment upon these procedures prior to the audit taking place.', ""IBM may perform process audits at MSL's or an MSL Related Company's             Work Center or MSL's subcontractors' facilities to assure that             identified IBM specifications have been complied with."", 'In no event shall audits be made more frequently than     semiannually unless the immediately preceding audit disclosed a material     discrepancy.', ""Provide access to MSL's premises during normal business hours (with          prior notice of at least 48 hours) to inspection teams sent on behalf          of MS and/or IBM if MS or IBM has reason to believe that MSL may be in          violation of this Attachment 6, in order that such team may perform an          inspection of the MSL'S procedures to determine compliance with the          terms of this Attachment 6;"", 'MSL will be required to respond in writing to IBM on the             completion status of all actions and or requirements identified in             the audit report within [*] Days of receipt of the audit report.', 'IBM may regularly monitor, inspect and/or audit any software installation location utilized or planned to be utilized hereunder pursuant to Section 7.0 of the Outsourcing Base Agreement.', ""MSL agrees to provide the audit or inspection team reasonable access     to the relevant MSL's and/or MSL's Subsidiaries' records and facilities for     the purpose of performing the audit."", ""IBM shall have the option to monitor, inspect, audit and take other necessary actions in order to comply with IBM's requirements to MS regarding any of MS's Code, or documentation, used hereunder."", 'Upon completion of all audits performed, IBM will provide written             documentation to MSL of the audit results in the form of an audit             report.', 'Any     audit must be initiated within [*] years after termination or expiration of     this Attachment 6, the Agreement, or of the MS License, whichever occurs     last.', ""MSL's compliance with such processes will be subject to audit by          IBM and/or MS as provided herein in this Attachment 6 and in the          Agreement;""]",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Uncapped Liability for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?",[],MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Liquidated Damages for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?","[""In the case where any specific Product, shipped to IBM from MSL within any       [*] month experiences a defect rate of [*]% or greater, resulting from a       common cause due to MSL's non-conformance to specifications, drawings,       other descriptions furnished or adopted by IBM, or due to workmanship, MSL       will accept the cost of a Product Recall."", ""For any calendar month, if MSL fails to achieve a responsiveness, as             defined in Appendix 3, of at least [*]% for any machine type, in a             Work Center, a penalty of [*]% will be applied to that Work Center's             monthly total material cost of that machine type multiplied by             ([*]% minus actual responsiveness %).""]",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Warranty Duration for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?","['MSL will warrant all MSL Procured Parts for [*] months unless                   otherwise stated in the applicable Product Attachment, or                   agreed to by IBM in writing.', 'MSL will warrant its workmanship for [*] months unless other                   stated in the applicable Product Attachment.', 'If IBM has not notified MSL of any defects in a unit of Product             within [*] Days of receipt, such unit shall<omitted>be deemed to be accepted.', 'All of the above described warranty periods will commence on the             date that the Products containing the above Parts are delivered to             IBM.']",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Insurance for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?","['IBM agrees to insure tooling       it owns.', 'Where possible, MSL will be jointly insured with respect to the       IBM owned tooling for its interest.']",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Third Party Beneficiary for the contract between Manufacturers' Services Western US Operations, Inc. ) and ?","['Notwithstanding Section 16.18 of the Outsourcing Base Agreement, MS is an intended third party beneficiary of this Attachment 6 only, with full rights to enforce the terms of this Attachment 6 on its own behalf, but only to the extent that the terms of this Attachment 6 pertains to the MS Software Images and related MS documentation.']",MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF
"What is the Document Name for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",['OUTSOURCING AGREEMENT'],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Agreement Date for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?","['November 28, 2001']",NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Effective Date for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?","['December 1, 2001']",NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Expiration Date for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?","['Unless earlier terminated in accordance with the terms hereof, the term of this Agreement shall end on the seventh anniversary of the date hereof.']",NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Renewal Term for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",[],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Governing Law for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?","['This Agreement shall be governed and construed in accordance with the laws of Maryland, without regard to its choice of law rules.']",NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Most Favored Nation for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?","['In addition to the other restrictions contained herein, Nexstar shall not enter into any material contractual obligation with respect to WYZZ-TV without first consulting with WYZZ to determine whether or not WYZZ (or its affiliates) is able to obtain more favorable terms with respect to the subject matter of such contract.']",NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Exclusivity for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",[],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Competitive Restriction Exception for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",[],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Minimum Commitment for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?","['Within seventy-five (75) days following the end of each month of a calendar year during the Term that ""BCF"" (as defined below) for such month, when combined with BCF for all prior months during such calendar year (other than any month which is outside the Term) is less than the Minimum BCF, Nexstar shall pay a fee to WYZZ in an amount equal to thirty-five percent (35%) of BCF for such month. Within seventy-five (75) days following the end of each month of a calendar year during the Term that BCF for such month, when combined with BCF for all prior months of such calendar year (other than any month which is outside the Term) is greater than the Minimum BCF, Nexstar shall pay a fee to WYZZ in an amount equal to 50% of BCF for such month; provided, in the first month of each calendar year in which this sentence applies, the fee with respect to the portion of BCF for such month which, when combined with BCF for all prior months during such year (other than any month which is outside the Term) is exactly equal to the Minimum BCF, shall equal thirty-five percent (35%) of such portion rather than fifty percent (50%).', 'During the Term, Nexstar shall calculate BCF (the ""BCF Report"") for each calendar month. The last day of each calendar month is referred to herein as an ""End Date"". During the Term, Nexstar shall, within thirty (30) days of each End Date deliver to WYZZ-TV the BCF Report for the month ending on such End Date. Within ninety (90) days following each\n\n                                       3\n\ncalendar year during the Term, Nexstar shall notify WYZZ of the BCF for such year (the ""Final BCF Report"") and, subject to clause (h) of this Section 2, within thirty (30) days after such notification either Nexstar shall make a payment to WYZZ or WYZZ shall make a payment to Nexstar, as appropriate to ""true-up"" the payments made hereunder based on (i) the final determination of the BCF for the entire year, and (ii) the principle that the aggregate Section 2(a) Amount for the calendar year should be equal to (x) thirty-five percent (35%) of BCF for such calendar year up to the Minimum BCF for such year, plus (y) fifty percent (50%) of BCF for such calendar year in excess of the Minimum BCF for such year, minus (z) the sum of one hundred percent (100%) of any costs incurred by Nexstar during such calendar year in maintaining, replacing or purchasing capital equipment which is owned by WYZZ or which is used solely in connection with the operation of WYZZ-TV, and fifty percent (50%) of any costs incurred by Nexstar during such calendar year in maintaining, replacing or purchasing capital equipment which is not owned by WYZZ and which is used in connection with the combined operation of both Stations (in each case to the extent such costs were not otherwise deducted in the calculation of BCF).', 'The Minimum BCF shall be Three Million Seven Hundred Thousand Dollars ($3,700,000) for calendar year 2002 and shall be increased on January 1, 2003 and on each January 1 thereafter in an amount equal to the percentage increase in the Consumer Price Index (published by the U.S. Department of Labor, Bureau of Labor Statistics, Philadelphia Regional Office - All Urban Consumers for the United States - All Items) (the ""PI"") over the prior year.']",NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Volume Restriction for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",[],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the License Grant for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",[],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Source Code Escrow for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",[],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Audit Rights for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?","['At all times during the Term and for six (6) months following the termination of this Agreement, WYZZ shall have the right, upon prior written request to Nexstar, to review all of the books and records of Nexstar relating to the BCF Report and the Distributions.']",NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Uncapped Liability for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",[],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Liquidated Damages for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",[],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Warranty Duration for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",[],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Insurance for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?","['Nexstar shall maintain replacement cost casualty and liability insurance and property insurance on all of its assets and properties used and useful in the operation of WMBD-TV, general liability insurance, workers compensation insurance, and broadcast liability insurance, all in such amounts and on such terms and conditions that are ordinary and customary in the broadcast industry and that are reasonably acceptable to WYZZ.', 'WYZZ shall maintain replacement cost casualty and liability insurance and property insurance on all of its assets and properties used and useful in the operation of WYZZ-TV, general liability insurance and workers compensation insurance in such amounts and on such terms and conditions that are ordinary and customary in the broadcast industry and that are reasonably acceptable to Nexstar.']",NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Third Party Beneficiary for the contract between WYZZ, Inc. and WYZZ Licensee, Inc. and Peoria, L.L.C.?",[],NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF
"What is the Document Name for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?","['Order Form', 'ASP and Outsourcing Agreement']","OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
"What is the Agreement Date for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?","['July __, 2000', '31 day of July, 2000']","OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
"What is the Effective Date for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?","['JULY __,  2000.', '31 day of July, 2000']","OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
"What is the Expiration Date for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?",['This Agreement shall have an initial term of three (3) years.'],"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
"What is the Renewal Term for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?",[],"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
"What is the Governing Law for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?","['This Agreement, and all matters arising out of or relating to this Agreement, shall be governed by the laws of the State of California.']","OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
"What is the Most Favored Nation for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?",[],"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
"What is the Exclusivity for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?",[],"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
"What is the Competitive Restriction Exception for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?",[],"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
"What is the Minimum Commitment for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?","['HSNS will pay to E.piphany a minimum sell through revenue commitment of $750,000.00 (""MINIMUM SELL-THROUGH COMMITMENT"") during the initial three year term of this Agreement on the dates and in the minimum amounts (""Minimum Quarterly Payments"") as follows.', 'The Minimum                   Sell Through Commitment will increase in Years 2 and 3 of this                   Agreement as follows:<omitted>YEAR 3 - Annual minimum payment ($250,000), plus a percentage                   increase in the annual minimum payment equal to 50% of the                   difference between the number of emails sent by HSNS on behalf                   of Outsourcing Customers in Year 1 and Year 2, up to a maximum                   Year 3 payment of $500,000.00.', 'Reseller must have a minimum of two (2) of its pre-sales technical staff participate in the pre-sales technical training in the first 6 months of this agreement.', 'Reseller must have a minimum of five (5) of its sales staff participate in the sales and marketing training in the first 6 months of this agreement.']","OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
"What is the Volume Restriction for the contract between HIGH SPEED NET SOLUTIONS, INC. and E.PIPHANY, INC.?",[],"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF"
